repo,pull_request,label,file_path,function_name,function_start_line,function_end_line,function,loc,sloc,cyclomatic_complexity,num_parameters,doc_lines,doc_text,doc_entropy,total_entropy,doc_readability,semgrep_findings,semgrep_findings_count,doc_code_overlap,doc_redundancy,pr_date_merged,pr_date_created,pr_date_closed,turnover_c5,turnover_c10,turnover_c20,turnover_m1,turnover_m3,group
https://api.github.com/repos/CTalkobt/M65Compiler,38,Claude_Code,src/test/test_validation_struct.cpp,test_valid_struct,177,194,"// Test 10: Valid struct usage succeeds (sanity check)
void test_valid_struct() {
    std::string code = R""(
struct Point {
    int x;
    int y;
};

int main() {
    struct Point p;
    p.x = 5;
    p.y = 10;
    return p.x + p.y;
}
)"";
    auto [ret, stderr] = runCC45(code);
    CHECK(ret == 0, ""Valid struct compilation succeeds"");
}",17,17,1,0,1,// Test 10: Valid struct usage succeeds (sanity check),2.8074,4.4168,61.24000000000001,{},0,0.5714,0.0,2026-05-09T02:51:26Z,2026-05-09T01:54:27Z,2026-05-09T02:51:27Z,"('2fb1539550839f5efe35823ee49cb3123b627079', 0.0)","('5a86787abe5b4c8981e2c42bf1cb63dc7eb8257d', 0.0)","('9a7a5543e77c3b007af7728947ed19d6950da799', 0.0)","('3f92dfca7702fa277d724e93cea6d59be31d924c', 0.0)","('5603a6d2d14cf63778f33b0dc2158263d9cce137', 0.0)",agent
https://api.github.com/repos/CTalkobt/M65Compiler,38,Claude_Code,src/test/test_validation_struct.cpp,test_valid_fam,196,210,"// Test 11: Valid flexible array member in struct (sanity check)
void test_valid_fam() {
    std::string code = R""(
struct S {
    int x;
    int data[];
};

int main() {
    return 0;
}
)"";
    auto [ret, stderr] = runCC45(code);
    CHECK(ret == 0, ""Valid FAM compilation succeeds"");
}",14,14,1,0,1,// Test 11: Valid flexible array member in struct (sanity check),3.1699,4.7077,52.86500000000001,{},0,0.3333,0.0,2026-05-09T02:51:26Z,2026-05-09T01:54:27Z,2026-05-09T02:51:27Z,"('2fb1539550839f5efe35823ee49cb3123b627079', 0.0)","('5a86787abe5b4c8981e2c42bf1cb63dc7eb8257d', 0.0)","('9a7a5543e77c3b007af7728947ed19d6950da799', 0.0)","('3f92dfca7702fa277d724e93cea6d59be31d924c', 0.0)","('5603a6d2d14cf63778f33b0dc2158263d9cce137', 0.0)",agent
https://api.github.com/repos/CTalkobt/M65Compiler,38,Claude_Code,src/test/test_validation_struct.cpp,test_valid_union,212,228,"// Test 12: Valid union usage (sanity check)
void test_valid_union() {
    std::string code = R""(
union U {
    int x;
    char c;
};

int main() {
    union U u;
    u.x = 5;
    return 0;
}
)"";
    auto [ret, stderr] = runCC45(code);
    CHECK(ret == 0, ""Valid union compilation succeeds"");
}",16,16,1,0,1,// Test 12: Valid union usage (sanity check),2.585,4.4527,54.70142857142861,{},0,0.5,0.0,2026-05-09T02:51:26Z,2026-05-09T01:54:27Z,2026-05-09T02:51:27Z,"('2fb1539550839f5efe35823ee49cb3123b627079', 0.0)","('5a86787abe5b4c8981e2c42bf1cb63dc7eb8257d', 0.0)","('9a7a5543e77c3b007af7728947ed19d6950da799', 0.0)","('3f92dfca7702fa277d724e93cea6d59be31d924c', 0.0)","('5603a6d2d14cf63778f33b0dc2158263d9cce137', 0.0)",agent
https://api.github.com/repos/CTalkobt/M65Compiler,38,Claude_Code,src/test/test_validation_struct.cpp,main,230,255,"int main() {
    // Ensure compiler is built
    if (system(""test -f ./bin/cc45"") != 0) {
        printf(""FAIL: Compiler ./bin/cc45 not found\n"");
        return 1;
    }

    // Error validation tests
    test_fam_in_union();
    test_fam_not_last();
    test_struct_only_fam();
    test_unknown_struct_member();
    test_dot_on_non_struct();
    test_unknown_struct_access();
    test_member_not_found();
    test_unknown_struct_compound_literal();
    test_unknown_struct_decl_init();

    // Sanity check tests
    test_valid_struct();
    test_valid_fam();
    test_valid_union();

    printf(""\nStruct/Union Validation Tests: %d passed, %d failed\n"", tests_passed, tests_failed);
    return tests_failed > 0 ? 1 : 0;
}",26,20,3,0,3,// Ensure compiler is built // Error validation tests // Sanity check tests,3.1219,5.2986,35.94500000000002,{},0,0.3333,0.1,2026-05-09T02:51:26Z,2026-05-09T01:54:27Z,2026-05-09T02:51:27Z,"('2fb1539550839f5efe35823ee49cb3123b627079', 0.0)","('5a86787abe5b4c8981e2c42bf1cb63dc7eb8257d', 0.0)","('9a7a5543e77c3b007af7728947ed19d6950da799', 0.0)","('3f92dfca7702fa277d724e93cea6d59be31d924c', 0.0)","('5603a6d2d14cf63778f33b0dc2158263d9cce137', 0.0)",agent
https://api.github.com/repos/CTalkobt/M65Compiler,37,Claude_Code,src/test/test_validation_parser.cpp,runCC45,26,54,"// Helper function to shell out to cc45 and capture output
static RunResult runCC45(const char* src) {
    // Write source to temp file
    const char* tempFile = ""build/test_validation_parser_temp.c"";
    FILE* f = fopen(tempFile, ""w"");
    if (!f) {
        fprintf(stderr, ""Failed to open temp file %s\n"", tempFile);
        return {-1, """"};
    }
    fprintf(f, ""%s"", src);
    fclose(f);

    // Run cc45 and capture output via popen
    std::string cmd = ""./bin/cc45 "" + std::string(tempFile) + "" -o build/test_validation_parser_temp.s 2>&1"";
    FILE* p = popen(cmd.c_str(), ""r"");
    if (!p) {
        fprintf(stderr, ""Failed to run cc45\n"");
        return {-1, """"};
    }

    std::string output;
    char buf[1024];
    while (fgets(buf, sizeof(buf), p)) {
        output += buf;
    }

    int exitCode = pclose(p) >> 8;  // WEXITSTATUS
    return {exitCode, output};
}",28,23,4,1,4,// Helper function to shell out to cc45 and capture output // Write source to temp file // Run cc45 and capture output via popen // WEXITSTATUS,3.969,5.5289,62.10739130434784,{},0,0.4118,0.2609,2026-05-09T02:49:58Z,2026-05-09T01:54:10Z,2026-05-09T02:49:58Z,"('353a30950cade5142b0150bc2bf3403ea3d46361', 0.0)","('61e53efaa32799c05e2f7b7f820901d01e7a606b', 0.0)","('8b271dda25e6d44d4de02e1098da178d3bbb5533', 0.0)","('3f92dfca7702fa277d724e93cea6d59be31d924c', 0.0)","('5603a6d2d14cf63778f33b0dc2158263d9cce137', 0.0)",agent
https://api.github.com/repos/CTalkobt/M65Compiler,37,Claude_Code,src/test/test_validation_parser.cpp,test_expected_return_type,56,63,"// Test 1: Expected return type for function declaration
void test_expected_return_type() {
    const char* src = ""void bar(int x) { return; } invalid foo() { return 0; }"";
    RunResult res = runCC45(src);
    CHECK(res.exitCode != 0, ""test_expected_return_type: exit code != 0"");
    CHECK(res.output.find(""Expected return type"") != std::string::npos,
          ""test_expected_return_type: error message present"");
}",7,7,1,0,1,// Test 1: Expected return type for function declaration,2.8074,4.8342,40.09,{},0,0.4286,0.0,2026-05-09T02:49:58Z,2026-05-09T01:54:10Z,2026-05-09T02:49:58Z,"('353a30950cade5142b0150bc2bf3403ea3d46361', 0.0)","('61e53efaa32799c05e2f7b7f820901d01e7a606b', 0.0)","('8b271dda25e6d44d4de02e1098da178d3bbb5533', 0.0)","('3f92dfca7702fa277d724e93cea6d59be31d924c', 0.0)","('5603a6d2d14cf63778f33b0dc2158263d9cce137', 0.0)",agent
https://api.github.com/repos/CTalkobt/M65Compiler,37,Claude_Code,src/test/test_validation_parser.cpp,test_expected_parameter_type,65,72,"// Test 2: Expected parameter type
void test_expected_parameter_type() {
    const char* src = ""int foo(invalid x) { return 0; }"";
    RunResult res = runCC45(src);
    CHECK(res.exitCode != 0, ""test_expected_parameter_type: exit code != 0"");
    CHECK(res.output.find(""Expected parameter type"") != std::string::npos,
          ""test_expected_parameter_type: error message present"");
}",7,7,1,0,1,// Test 2: Expected parameter type,2.0,4.7345,32.56000000000003,{},0,0.75,0.0,2026-05-09T02:49:58Z,2026-05-09T01:54:10Z,2026-05-09T02:49:58Z,"('353a30950cade5142b0150bc2bf3403ea3d46361', 0.0)","('61e53efaa32799c05e2f7b7f820901d01e7a606b', 0.0)","('8b271dda25e6d44d4de02e1098da178d3bbb5533', 0.0)","('3f92dfca7702fa277d724e93cea6d59be31d924c', 0.0)","('5603a6d2d14cf63778f33b0dc2158263d9cce137', 0.0)",agent
https://api.github.com/repos/CTalkobt/M65Compiler,37,Claude_Code,src/test/test_validation_parser.cpp,test_expected_variable_decl_type,74,82,"// Test 3: Expected variable declaration type - using struct without name
void test_expected_variable_decl_type() {
    const char* src = ""struct foo { int x; }; void main() { struct x = 5; }"";
    RunResult res = runCC45(src);
    CHECK(res.exitCode != 0, ""test_expected_variable_decl_type: exit code != 0"");
    // This actually triggers ""Expected struct/union name"" but serves as a type error test
    CHECK(res.output.find(""Expected"") != std::string::npos,
          ""test_expected_variable_decl_type: error message present"");
}",8,7,1,0,2,"// Test 3: Expected variable declaration type - using struct without name // This actually triggers ""Expected struct/union name"" but serves as a type error test",4.0888,5.1982,29.003043478260906,{},0,0.1667,0.2174,2026-05-09T02:49:58Z,2026-05-09T01:54:10Z,2026-05-09T02:49:58Z,"('353a30950cade5142b0150bc2bf3403ea3d46361', 0.0)","('61e53efaa32799c05e2f7b7f820901d01e7a606b', 0.0)","('8b271dda25e6d44d4de02e1098da178d3bbb5533', 0.0)","('3f92dfca7702fa277d724e93cea6d59be31d924c', 0.0)","('5603a6d2d14cf63778f33b0dc2158263d9cce137', 0.0)",agent
https://api.github.com/repos/CTalkobt/M65Compiler,37,Claude_Code,src/test/test_validation_parser.cpp,test_expected_member_type,84,91,"// Test 4: Expected member type in struct
void test_expected_member_type() {
    const char* src = ""struct S { invalid x; };"";
    RunResult res = runCC45(src);
    CHECK(res.exitCode != 0, ""test_expected_member_type: exit code != 0"");
    CHECK(res.output.find(""Expected member type"") != std::string::npos,
          ""test_expected_member_type: error message present"");
}",7,7,1,0,1,// Test 4: Expected member type in struct,2.585,4.7339,78.87285714285717,{},0,0.6667,0.0,2026-05-09T02:49:58Z,2026-05-09T01:54:10Z,2026-05-09T02:49:58Z,"('353a30950cade5142b0150bc2bf3403ea3d46361', 0.0)","('61e53efaa32799c05e2f7b7f820901d01e7a606b', 0.0)","('8b271dda25e6d44d4de02e1098da178d3bbb5533', 0.0)","('3f92dfca7702fa277d724e93cea6d59be31d924c', 0.0)","('5603a6d2d14cf63778f33b0dc2158263d9cce137', 0.0)",agent
https://api.github.com/repos/CTalkobt/M65Compiler,37,Claude_Code,src/test/test_validation_parser.cpp,test_flexible_array_multi_dimensional,93,101,"// Test 5: Flexible array member multi-dimensional
void test_flexible_array_multi_dimensional() {
    const char* src = ""struct S { int x[][]; };"";
    RunResult res = runCC45(src);
    CHECK(res.exitCode != 0, ""test_flexible_array_multi_dimensional: exit code != 0"");
    CHECK(res.output.find(""Flexible array member"") != std::string::npos &&
          res.output.find(""cannot be multi-dimensional"") != std::string::npos,
          ""test_flexible_array_multi_dimensional: error message present"");
}",8,8,2,0,1,// Test 5: Flexible array member multi-dimensional,2.585,4.8646,-10.754999999999995,{},0,0.8333,0.0,2026-05-09T02:49:58Z,2026-05-09T01:54:10Z,2026-05-09T02:49:58Z,"('353a30950cade5142b0150bc2bf3403ea3d46361', 0.0)","('61e53efaa32799c05e2f7b7f820901d01e7a606b', 0.0)","('8b271dda25e6d44d4de02e1098da178d3bbb5533', 0.0)","('3f92dfca7702fa277d724e93cea6d59be31d924c', 0.0)","('5603a6d2d14cf63778f33b0dc2158263d9cce137', 0.0)",agent
https://api.github.com/repos/CTalkobt/M65Compiler,37,Claude_Code,src/test/test_validation_parser.cpp,test_bitfield_cannot_be_array,103,111,"// Test 6: Bitfield cannot be array
void test_bitfield_cannot_be_array() {
    const char* src = ""struct S { int x[10] : 5; };"";
    RunResult res = runCC45(src);
    CHECK(res.exitCode != 0, ""test_bitfield_cannot_be_array: exit code != 0"");
    CHECK(res.output.find(""Bitfield member"") != std::string::npos &&
          res.output.find(""cannot be an array"") != std::string::npos,
          ""test_bitfield_cannot_be_array: error message present"");
}",8,8,2,0,1,// Test 6: Bitfield cannot be array,2.3219,4.8151,73.84500000000001,{},0,0.8,0.0,2026-05-09T02:49:58Z,2026-05-09T01:54:10Z,2026-05-09T02:49:58Z,"('353a30950cade5142b0150bc2bf3403ea3d46361', 0.0)","('61e53efaa32799c05e2f7b7f820901d01e7a606b', 0.0)","('8b271dda25e6d44d4de02e1098da178d3bbb5533', 0.0)","('3f92dfca7702fa277d724e93cea6d59be31d924c', 0.0)","('5603a6d2d14cf63778f33b0dc2158263d9cce137', 0.0)",agent
https://api.github.com/repos/CTalkobt/M65Compiler,37,Claude_Code,src/test/test_validation_parser.cpp,test_bitfield_cannot_be_pointer,113,121,"// Test 7: Bitfield cannot be pointer
void test_bitfield_cannot_be_pointer() {
    const char* src = ""struct S { int *x : 5; };"";
    RunResult res = runCC45(src);
    CHECK(res.exitCode != 0, ""test_bitfield_cannot_be_pointer: exit code != 0"");
    CHECK(res.output.find(""Bitfield member"") != std::string::npos &&
          res.output.find(""cannot be a pointer"") != std::string::npos,
          ""test_bitfield_cannot_be_pointer: error message present"");
}",8,8,2,0,1,// Test 7: Bitfield cannot be pointer,2.3219,4.8151,73.84500000000001,{},0,0.8,0.0,2026-05-09T02:49:58Z,2026-05-09T01:54:10Z,2026-05-09T02:49:58Z,"('353a30950cade5142b0150bc2bf3403ea3d46361', 0.0)","('61e53efaa32799c05e2f7b7f820901d01e7a606b', 0.0)","('8b271dda25e6d44d4de02e1098da178d3bbb5533', 0.0)","('3f92dfca7702fa277d724e93cea6d59be31d924c', 0.0)","('5603a6d2d14cf63778f33b0dc2158263d9cce137', 0.0)",agent
https://api.github.com/repos/CTalkobt/M65Compiler,37,Claude_Code,src/test/test_validation_parser.cpp,test_bitfield_width_out_of_range,123,131,"// Test 8: Bitfield width out of range
void test_bitfield_width_out_of_range() {
    const char* src = ""struct S { int x : 25; };"";
    RunResult res = runCC45(src);
    CHECK(res.exitCode != 0, ""test_bitfield_width_out_of_range: exit code != 0"");
    CHECK(res.output.find(""Bitfield width"") != std::string::npos &&
          res.output.find(""out of range"") != std::string::npos,
          ""test_bitfield_width_out_of_range: error message present"");
}",8,8,2,0,1,// Test 8: Bitfield width out of range,2.585,4.7726,103.04428571428575,{},0,0.8333,0.0,2026-05-09T02:49:58Z,2026-05-09T01:54:10Z,2026-05-09T02:49:58Z,"('353a30950cade5142b0150bc2bf3403ea3d46361', 0.0)","('61e53efaa32799c05e2f7b7f820901d01e7a606b', 0.0)","('8b271dda25e6d44d4de02e1098da178d3bbb5533', 0.0)","('3f92dfca7702fa277d724e93cea6d59be31d924c', 0.0)","('5603a6d2d14cf63778f33b0dc2158263d9cce137', 0.0)",agent
https://api.github.com/repos/CTalkobt/M65Compiler,37,Claude_Code,src/test/test_validation_parser.cpp,test_expected_type_in_alignof,133,140,"// Test 9: Expected type in _Alignof
void test_expected_type_in_alignof() {
    const char* src = ""int main() { int x = _Alignof(invalid); return 0; }"";
    RunResult res = runCC45(src);
    CHECK(res.exitCode != 0, ""test_expected_type_in_alignof: exit code != 0"");
    CHECK(res.output.find(""Expected type name in _Alignof"") != std::string::npos,
          ""test_expected_type_in_alignof: error message present"");
}",7,7,1,0,1,// Test 9: Expected type in _Alignof,2.3219,4.8155,73.84500000000001,{},0,0.8,0.0,2026-05-09T02:49:58Z,2026-05-09T01:54:10Z,2026-05-09T02:49:58Z,"('353a30950cade5142b0150bc2bf3403ea3d46361', 0.0)","('61e53efaa32799c05e2f7b7f820901d01e7a606b', 0.0)","('8b271dda25e6d44d4de02e1098da178d3bbb5533', 0.0)","('3f92dfca7702fa277d724e93cea6d59be31d924c', 0.0)","('5603a6d2d14cf63778f33b0dc2158263d9cce137', 0.0)",agent
https://api.github.com/repos/CTalkobt/M65Compiler,37,Claude_Code,src/test/test_validation_parser.cpp,test_func_outside_function,142,150,"// Test 10: __func__ outside function
void test_func_outside_function() {
    const char* src = ""const char *global = __func__;"";
    RunResult res = runCC45(src);
    CHECK(res.exitCode != 0, ""test_func_outside_function: exit code != 0"");
    CHECK(res.output.find(""__func__"") != std::string::npos &&
          res.output.find(""outside of a function"") != std::string::npos,
          ""test_func_outside_function: error message present"");
}",8,8,2,0,1,// Test 10: __func__ outside function,2.0,4.6139,66.40000000000003,{},0,0.75,0.0,2026-05-09T02:49:58Z,2026-05-09T01:54:10Z,2026-05-09T02:49:58Z,"('353a30950cade5142b0150bc2bf3403ea3d46361', 0.0)","('61e53efaa32799c05e2f7b7f820901d01e7a606b', 0.0)","('8b271dda25e6d44d4de02e1098da178d3bbb5533', 0.0)","('3f92dfca7702fa277d724e93cea6d59be31d924c', 0.0)","('5603a6d2d14cf63778f33b0dc2158263d9cce137', 0.0)",agent
